"State_Name","District","Sub-District","Financial_Year","Month","Indicator_Code","Indicator_Name","Code_And_Section","Reported_Value_for_Public_Facility","Reported_Value_for_Private_Facility","Reported_Value_for_Rural","Reported_Value_for_Urban"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.6.2.c","Number of syphilis positive pregnanat women treated for Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.6.2.d","Number of babies daignosed with Congenital Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","1.6.2.e","Number of babies treated for Congenital Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","2.1.1.a","Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM/ Midwife)","M2 [Deliveries]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","2.1.1.b","Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.)","M2 [Deliveries]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","2.1.2","Number of PW given Tablet Misoprostol during home delivery","M2 [Deliveries]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","2.1.3","Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery","M2 [Deliveries]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","2.2","Number of Institutional Deliveries conducted (Including C-Sections)","M2 [Deliveries]","322","NA","322","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","2.2.1","Out of total institutional deliveries number of women discharged within 48 hours of delivery","M2 [Deliveries]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","2.2.2","Number of newborns received 6 HBNC  visits after Institutional Delivery","M2 [Deliveries]","392","NA","371","21"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","3.1","Total C -Section deliveries performed","M3 [Number of Caesarean (C-Section) deliveries]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","3.1.1","C-sections, performed at night (8 PM- 8 AM)","M3 [Number of Caesarean (C-Section) deliveries]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","4.1.1.a","Live Birth - Male","M4 [Pregnancy outcome & details of new-born]","168","NA","168","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","4.1.1.b","Live Birth - Female","M4 [Pregnancy outcome & details of new-born]","150","NA","150","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","4.1.2","Number of Pre term newborns (< 37 weeks of pregnancy)","M4 [Pregnancy outcome & details of new-born]","10","NA","10","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","4.1.3","Still Birth","M4 [Pregnancy outcome & details of new-born]","4","NA","4","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","4.2","Abortion (spontaneous)","M4 [Pregnancy outcome & details of new-born]","6","NA","6","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","4.3.1.a","MTP up to 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","4.3.1.b","MTP more than 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","4.3.2.a","Post Abortion/ MTP Complications Identified","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","4.3.2.b","Post Abortion/ MTP Complications Treated","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","4.3.3","Number of women provided with post abortion/ MTP contraception","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","4.4.1","Number of newborns weighed at birth","M4 [Pregnancy outcome & details of new-born]","318","NA","318","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","4.4.2","Number of newborns having weight less than 2.5 kg","M4 [Pregnancy outcome & details of new-born]","27","NA","27","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","4.4.3","Number of Newborns breast fed within 1 hour of birth ","M4 [Pregnancy outcome & details of new-born]","318","NA","318","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","5.1","Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)","M5 [Complicated Pregnancies]","29","NA","29","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","5.2","Number of Complicated pregnancies treated with Blood Transfusion","M5 [Complicated Pregnancies]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","6.1","Women receiving 1st post partum checkups within 48 hours of home delivery","M6 [Post Natal Care (PNC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","6.2","Women receiving 1st post partum checkup between 48 hours and 14 days","M6 [Post Natal Care (PNC)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","6.3","Number of mothers provided full course of 180 IFA tablets after delivery","M6 [Post Natal Care (PNC)]","328","NA","328","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","6.4","Number of mothers provided full course of 360 Calcium tablets after delivery","M6 [Post Natal Care (PNC)]","328","NA","328","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","7.1.1","New RTI/STI cases identified - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","33","NA","33","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","7.1.2","New RTI/STI cases identified - Female","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","67","NA","67","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","7.2.1","RTI/STI for which treatment initiated - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","33","NA","33","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","7.2.2","RTI/STI for which treatment initiated -Female","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","67","NA","67","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","8.1.1","Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","8.2.1","Number of Laparoscopic sterilizations (excluding post abortion) conducted","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","8.2.2","Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","8.2.3","Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","8.2.4","Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","8.3","Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD)","M8 [Family Planning]","41","NA","41","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","8.4","Number of Postpartum (within 48 hours of delivery) IUCD insertions","M8 [Family Planning]","78","NA","78","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","8.5","Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","8.6","Number of IUCD Removals","M8 [Family Planning]","58","NA","58","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","8.7","Number of complications following IUCD Insertion","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","8.8","Injectable Contraceptive-Antara Program- First Dose","M8 [Family Planning]","26","NA","26","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","8.9","Injectable Contraceptive-Antara Program- Second Dose","M8 [Family Planning]","20","NA","20","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","8.10","Injectable Contraceptive-Antara Program- Third Dose","M8 [Family Planning]","9","NA","9","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","8.11","Injectable Contraceptive-Antara Program- Fourth or more than fourth","M8 [Family Planning]","4","NA","4","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","8.12","Number of Combined Oral Pill cycles distributed","M8 [Family Planning]","1959","NA","1799","160"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","8.13","Number of Condom pieces distributed","M8 [Family Planning]","5339","NA","5169","170"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","8.14","Number of Centchroman (weekly) pill strips distributed","M8 [Family Planning]","85","NA","85","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","8.15","Number of Emergency Contraceptive Pills (ECP) given","M8 [Family Planning]","8","NA","8","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","8.16","Number of Pregnancy Test Kits (PTK) used","M8 [Family Planning]","1005","NA","977","28"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","8.17.1","Complications following male sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","8.17.2","Complications following female sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","8.17.3","Failures following male sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","8.17.4","Failures following female sterilization","M8 [Family Planning]","1","NA","1","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","8.17.5","Deaths following male sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","8.17.6","Deaths following female sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.1.1","Child immunisation - Vitamin K (Birth Dose)","M9 [CHILD IMMUNISATION]","318","NA","318","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.1.2","Child immunisation - BCG","M9 [CHILD IMMUNISATION]","318","NA","318","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.1.3","Child immunisation - DPT1","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.1.4","Child immunisation - DPT2","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.1.5","Child immunisation - DPT3","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.1.6","Child immunisation - Pentavalent 1","M9 [CHILD IMMUNISATION]","420","NA","397","23"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.1.7","Child immunisation - Pentavalent 2","M9 [CHILD IMMUNISATION]","434","NA","413","21"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.1.8","Child immunisation - Pentavalent 3","M9 [CHILD IMMUNISATION]","443","NA","424","19"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.1.9","Child immunisation - OPV 0 (Birth Dose)","M9 [CHILD IMMUNISATION]","318","NA","318","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.1.10","Child immunisation - OPV1","M9 [CHILD IMMUNISATION]","420","NA","397","23"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.1.11","Child immunisation - OPV2","M9 [CHILD IMMUNISATION]","434","NA","413","21"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.1.12","Child immunisation - OPV3","M9 [CHILD IMMUNISATION]","443","NA","424","19"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.1.13","Child immunisation - Hepatitis-B0 (Birth Dose)","M9 [CHILD IMMUNISATION]","318","NA","318","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.1.14","Child immunisation - Hepatitis-B1","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.1.15","Child immunisation - Hepatitis-B2","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.1.16","Child immunisation - Hepatitis-B3","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.1.17","Child immunisation - Inactivated Injectable Polio Vaccine 1 (IPV 1)","M9 [CHILD IMMUNISATION]","420","NA","397","23"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.1.18","Child immunisation - Inactivated Injectable Polio Vaccine 2 (IPV 2)","M9 [CHILD IMMUNISATION]","443","NA","424","19"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.1.19","Child immunisation - Rotavirus 1","M9 [CHILD IMMUNISATION]","420","NA","397","23"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.1.20","Child immunisation - Rotavirus 2","M9 [CHILD IMMUNISATION]","434","NA","413","21"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.1.21","Child immunisation - Rotavirus 3","M9 [CHILD IMMUNISATION]","443","NA","424","19"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.1.22","Child Immunisation- PCV 1","M9 [CHILD IMMUNISATION]","420","NA","397","23"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.1.23","Child Immunisation- PCV 2","M9 [CHILD IMMUNISATION]","454","NA","435","19"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.1.24","Child Immunisation- PCV Booster","M9 [CHILD IMMUNISATION]","409","NA","391","18"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.2.1","Child immunisation (9-11months) - Measles & Rubella (MR)/ Measles containing vaccine(MCV) - 1st Dose","M9 [CHILD IMMUNISATION]","423","NA","405","18"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.2.2","Child immunisation (9-11months) - Measles 1st dose","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.2.3","Child immunisation (9-11months) - JE 1st dose","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.2.4.a","Children aged between 9 and 11 months fully immunized- Male","M9 [CHILD IMMUNISATION]","218","NA","208","10"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.2.4.b","Children aged between 9 and 11 months fully immunized - Female","M9 [CHILD IMMUNISATION]","205","NA","197","8"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.3.1","Child immunisation(after 12 months) - Measles & Rubella (MR)/Measles containing vaccine(MCV)- 1st Dose","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.3.2","Child immunisation (after 12 months) - Measles-1st dose","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.3.3","Child immunisation (after 12 months) - JE 1st dose","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.4.1","Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months)","M9 [CHILD IMMUNISATION]","384","NA","372","12"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.4.2","Child immunisation - Measles 2nd dose (More than 16 months)","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.4.3","Child immunisation - DPT 1st Booster","M9 [CHILD IMMUNISATION]","384","NA","372","12"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.4.4","Child immunisation - OPV Booster","M9 [CHILD IMMUNISATION]","384","NA","372","12"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.4.5","Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.4.6","Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.5.1","Child immunisation - Typhoid","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.5.2","Children more than 5 years received DPT5 (2nd Booster)","M9 [CHILD IMMUNISATION]","467","NA","453","14"
"Madhya Pradesh","East Nimar","Pandhana","2021-22","April    ","9.5.3","Children more than 10 years received TT10/ Td10","M9 [CHILD IMMUNISATION]","347","NA","333","14"
